Text,label
للاسف اخذت منكم عطر بيور مسك ماهو مثل مستوى عطوركم مافي رائحة ولاثبات 💔ليتكم تخلوني استبدله,Negative
"طالبه اصدار استمارة سياره من تاريخ 2023/07/28
وحتى الان لم استلمها ولم تصل للبريد السعودي !",Negative
"السلام عليكم 
ممكن يكون في توضيح تم شراء هذا المنتج وكان مغلف وجديد لكن للاسف العلبة فاضية ؟",Negative
امس شاركت بمسابقه وطلعت احتيال واخذوا اخر ١٠٠ بحسابي الله يعوضني العوض الجميل المبارك فيه 🧡..,Negative
الحين من يوم نزلت إعلان المكافأه ماشفت ولا شي مغير اسوي ادخار طلع اكثر من الجائزه الاسبوعيه 🙂,Negative
تم فتح حساب جديد وعند تسجيل دخول في البرنامج يظهر لي حدث خطأ أثناء استرداد البيانات الخاصة بك.,Negative
كل ما اسوي حساب جديد عبر التطبيق يقول لديك حساب مسبقا وانا ماعندي حساب؟؟ وطلعت رقمين ونفس الشي,Negative
حولت تحويل دولي الان ليها اكتر من اسبوع ولم تصل الحوالة اسوء بنك ممكن تحول عن طريقه حوالة دولية,Negative
جددت الرخصة و طلبت توصيل الوثائق من تاريخ 15/03/2024 و الى الان حالة الطرد لم يتم تسليمه ل سبل ؟,Negative
"تطلع كامري وكالة ما تكمل 4 شهور إلا المكيف حار ☹️
#كامري 
#MoscowAttack 
#الحرب_العالمية_الثالثة",Negative
هل من المنطقي من يوم الخميس رافع طلب سداد متعثرات فالتحصيل والى الان محد تواصل معي كملت اسبوع !!!,Negative
"مصرف الانماء 
ممكن اعرف ايش يعني هذا في كشف الحساب ومين الدائن ومين المدين ؟من امي اسال محد رد ؟!",Negative
ايوه واخرتها تعلق في النظام لعدة ايام وترجعوا المبلغ وتاكلوا الرسوم والضريبة. من تجربة سيئة معاكم.,Negative
"والله حرام نداوم بهالغبار 😭 
ومتوقعين امطار الوضع بيصير طيييين 
هم دارسين دارسين خلوها اونلاين طيب",Mixed
تكفى يا يزيد ابوس رجولك راسلني خاص اقسم بمن احل القسم انها ضاقت بي الارض و السما تكفى احتاج مساعدتك,Negative
"السلام عليكم 
انا طلبت تغيير لوحات سياره من تاريخ 22 وسددت والى الان لم يتم شحن اللوحات وارسلها 
؟!",Negative
من اختار الاعلان عقليتة تثبت انه من المحيط المتخلف ياشين السرج عالبقر نسفة الشماغ مايحبكها الا سعودي,Negative
"#_نقل_عفش بالرياض 0537245368
#شراء_اثاث_مستعمل_بالرياض شراء #غرف نوم مستعمله شراء #مطابخ مستعمله
شراء…",Neutral
نصبه جديدة بعد ماطلبت ودفعت بالبطاقه الائتمانية قالك يشمل فقط التوصيل بالله عليك وين مكتوب هالكلام ؟؟؟,Negative
ابغى انقل ملكية السيارة على بنتي ولم يظهر اسم بنتي من ضمن التابعين في العايلة ماهو الحل المترتب على ذلك,Negative
وش التسيب هذا لا تردون لا على عملاء ولا تفيدونهم بشيء دقيتو قلتو رفعنا تذكره وسكتو!! بالحاله هذي وش اسوي,Negative
"دعوة واصول دين مو مقبول !! 

انا ما ادري من اللي يحط الشروط هذي والله تلقاه معاه ثانوي ولا يعرف التخصصات",Negative
ممتاز تغيرت عباره يومك جميل. احسنت انا بالانتظار الذي طال الامد به نسخه مع التحيه للمدير الاقليمي بالشركه,Negative
ما نبغى مكافة نبغاكم تستردون مبلغ تم دفعة عبر المدفوعات الحكومية وطلبنا استرداد وله 6 شهور ما تم استرجاعه,Negative
"السلام عليكم 
انا عندى طلب توصيل لرخصة القيادة المجددة متوقع وصولها من يوم ١٠ الشهر لكن لم تصل الى الآن ..",Negative
مافي خدمه عملاء كل موظف يسوتك ع الثاني بالنسبه للسيارات لاتفكر تاخذ من الراجحي موب زي التمويل النقدي السي…,Negative
السلام عليكم ممكن اعرف وش المشكله الحاصله لان كل ماحاولت اسوي تفعيل للبطاقه يقول البطاقه نشطه مسبقا افيدونا,Negative
انا عميلة عندكم من كم سنة. بس للأسف السنة اشتريت منكم وكانت وحدة من الاشمخة معطوبة والتجاوب معايا كان جداً سيئ,Negative
رخام كوارتز كوري ضمان وجودة تفصيل .توريد . تركيب . للتواصل 0548247784 -0530554480 نغطي جميع مدن المملكة مشاري…,Neutral
ليتكم تقومون بواجباتكم بالشكل الصحيح وفلوسكم لكم ماحد يبيها .. طلبت بطاقة سفر بلس قبل شهر والى الان في الطريق .,Negative
"آش صار للـ البلاغ !
متى يتم أصلاح الشارع البلاغ من تاريخ 5 يوليو 2023 هل يُعقل كل هذه الفترة تصعيد البلاغ للإد…",Negative
بدال من هذه المبادرات حل مشاكل العملاء للاسف منكم على هذا التعامل السيئ مع العملاء شكوى لديكم واضحة تستخدمون اس…,Negative
ماعنده مشكلة لو تلبسوه عباية يسوي بها اعلان اهم شي عنده الفلوس ولكن ياشين السرج على البقر والمسؤول عن التسويق و…,Negative
"دعاية غير موفقة:
في السعودية إثنان إما من لا يحبه لرفضه اللعب للهلال و إما من لا يحبه حبا في رونالدو.
فهل من ثالث؟",Negative
فرع المدينه مايتم تغذيتها كم مره أمره وفي الدوام الرئسي للبنك العمله غير متوفره وكلمت موظف البنك رد علي غير متوفره,Negative
اقسم بالله بنك سيئ طالب جزمه طبيه لبنتي وحاجزين المبلغ لهم ١٥ يوم وانتهت الفتره ولا رجعوه لي وخدمة العملاء يصرفوني,Negative
بس انا حاليا عندي فيزا انفينت مجانا مدى الحياه هل الشي ذا متوفر عندكم بالانماء ؟؟ عشان اشوف يستاهل احول راتبي ولا لا,Neutral
"البنك الاهلي يحب الظهور في منصات الاعلام وهو اسوء بنك من ناحية المصداقية وتعامل مع العملاء 
والعروض الي اغلبها وهميه",Negative
افشل بنك عندي قرض شخصي وراتبي عالي ورفعت اعادة تمويل وقالو عليك التزام عالي في سما طيب انا منتضم فالسداد معليك من ا…,Negative
السلام عليكم التطبيق معيي يفتح معي كل م جيت احط كلمه السر يقول غلط ورجعت سويت كلمه السر من جديد معيي يفتح معي شسالفه,Negative
مصرف الراجحي ردوا عليا طفشتوني وانا اشحت احد يكلمني ولا يرد علي ويحل مشكلتي الرد الالي والمساعد الرقمي لا يسمن من جوع,Negative
الانماء افضل من الراجحي مجنون من يسوي مقارنة الراجحي مع بنوك اخرى الانماء بطل و يسير بخطى ممتازه الراجحي من اسوء البنوك,Negative
السلام عليكم ورحمة الله وبركاته طلعت فيزا سفر بلس إلكترونية ولي ٤ أيام أحاول أفعلها كو راضية تتفعل ياليت تحلوا هالمشكلة,Negative
"العلم كيف اشارك ؟؟

 حضي ولامره يذوقني الفوز
دايم يذوقني غبينه وحره

مغاسل المسجد ثلاثين بزبوز 
واروح للخربان في كل مره",Negative
والله العظيم ظلمتوني بالفرص ليا 4 ايام اكلمكم ولا احد اعطاني جواب ولا حل بس الله يكتب الخير للجميع والحمد لله على كل حال,Neutral
اكتتبت في المطاحن الحديثه و لا جاني رد الفائض و ادخل على حسابي ما القى أسهم اكتتاب المطاحن مع باقي الاكتتابات الي من قبل,Negative
اسوء وازبل بنك بالتاريخ وانا راح اغرد بالموضوع وادفع عليه فلوس نشر واخلي العالم كلها تشوف التسيب والمصخره اللي انتم فيها,Negative
"لقد قدمت طلبًا لتسليم مستندات نقل ملكية السيارة في 18 أكتوبر 2023. لكن حتى اليوم لم أتلقهم
 رقم الطلب هو TRFVC0014814123",Negative
"السلام عليكم
نقلت ملكية رقم جوالي من ثلاثة شهور، وكل ما حاولت افتح حساب في اي بنك يطلعلي رقم الجوال غير مطابق لرقم الهوية",Negative
للاسف خدمات سيئة جدا لا تستطيع تحديث هويتك الا عن طريق الفرع ، والفرع يبعد ٣٠ كيلو ، لذلك لا تدعون التميز وغيركم افضل ،،،,Negative
صدرت لي فاتورة سداد بمبلغ ٦٥٠ الف ريال افراغ لوزارة العدل لكن التطبيق يرفض دفع القيمة بحجة الحد اليومي لماذا وماالحل فضلا,Mixed
والله انكم افشل بنك فالعالم كله الى متى الاستهتار بالعملاء تأخير رواتب وخدمات عملاء زي الزفت انتم مافيه احد يردعكم ولا كيف,Negative
عندي طلب رفعته عن طريق الفرع في تاريخ 3/3 بناء على عرضكم والى الان لم تنتهي الإشكالية بسبب ادخال بيانات خاطئة من قبل الموظف,Negative
عندي طلب تغيير لوحات سياره من تاريخ ١٤٤٥/٨/٢٧هـ والى الان مافي خبر عنها في تطبيق ابشر موجوده لايوجد رقم تتبع ولا حالة التتبع,Negative
"تكفى قل انها مزحه
ازور الفرع عشان كشف حساب اذا كان اقدم من سنة
متأكد ؟!
خوذوا فلوس خوذوا رسوم بكيفكم بس لاتقولون زيارة الفرع",Negative
"السلام عليكم يوجد لدي صرافة بجانب منزلي تصدر صوت مزعج من اسبوع حتى الان لم يتم اصلاحه سببت لنا ازعاج 
ارجو التواصل حاص لضروره",Negative
لدي مشكلة بأني قمت بتحول مبلغ مالي ولم تتم العملية ولم أستطيع إسترجاع المبلغ ولم أجد رد من البنك يحدد متى يمكنني إسترجاع المبلغ,Negative
حولت على البنك الاهلي بس ليه الفلوس ماودعت بالحساب تجيني رساله ان تم ايداع المبلغ افتح التطبيق مهي موجوده تراها ٣٠٠ ذي حيلتي 😂🤌,Negative
تم نقل ملكية المركبة وتحويل مبلغ الى حساب ضامن ولم يصل للحساب الايبان المسجل في ابشر الحين بلغ مرور المبايعه ونقل الملكية 9 ايام,Negative
تم خصم ال ١٥٠٠ من حسابي بدون وجه حق ...كنت محول المبلغ لبرنامج تساهيل وتم سحب المبلغ بالكامل يانصابين ..لكم وجه تتكلموا عن السعادة,Negative
"مساء الخير 
طالبه اصدار استمارة من تاريخ 2023/07/28
وحتى الان لم استلمها ولم تصل للبريد السعودي ! وابشر قالوا تاخير من اداره المرور",Negative
"قسم بالله افشل موقع
ولا في موقع يوصل ربع الشحنه والنص الثاني مفقود !!!
لا وكاتبين تم التوصيل؟؟ تواصلت معاكم ومافي حل اتواصل مع مين!!",Negative
قدمنا قبل سنه وماجانا رد الرفض الا بعد سنه بعد مماطله وتسويف والوظايف تروح للواسطات ولا كلنا معانا شهايد جامعيه مو ناقصنا شي الحمدلله,Negative
"عندي سيارة جمرك مستعملة فحصتها فحص دوري وتم اجتياز المركبة
جتني رساله بعدها لم يتم ترحيل نتيجة الفحص الفني الخاص بمركبتك إلى نظام أبشر",Negative
رفعت طلب تسوية الحساب التأميني من فرع التاجيري للأسف من اسبوعين ما جاني رد رغم اني اكثر من ٤ مرات اكلم الموظف يسوي عليه متابعه واستعجال,Negative
السلام عليكم تم طلب توصيل لوحه سياره بتاريخ 28-3-2024 وتم سداد جميع الرسوم المقرره والى الان الطلب تحت الاجراء ولم يتم التوصيل الى الان,Negative
السادة بنك الراجحي التقاعد لازال محجوز وتأخرت جدولة الاقساط وليس لي أي دخل أخر تضررت واسرتي حتى أبسط الاغراض لا استطيع شراءها الى متى !؟,Negative
"اقترح تربطون العروض برقم الهوية ويكون فيه تحقق في نفاذ او تنقلون التطبيق بدال ما يغطي المملكة يصير يغطي اسيوط وبورسعيد 🌹😅
#عقارات_الرياض",Neutral
كلامكم غير صحيح أنا تعديت ٨٠ بالميه من اقساط القرض الشخصي ويوم طلبت من الموظف بالمصرف يسوي لي تأجيل ٣ اقساط قالي الشروط غير مطابقه لك !!,Negative
"جددت استمارة سيارة وطلبت توصيل عن طريق سبل ولها اكثر من ٣ اشهر ماوصلت ولا احد تواصل معنا. تواصلت مع سبل وقالو ما وصلهم شي.

ارجو الافادة.",Negative
"بتصل على 8001241222نص ساعة وما حد يرد معقولة هذا الكلام؟
ابي اقدم على تمويل اضافي في التطبيق لكن توجد مشكلة في التطبيق وعن الاتصال ماحديرد",Negative
طلبت بطاقة سفر بلس قبل حوالي شهر والى الان ماوصلت مع العلم أنه عند إصدارها كان الوقت المستغرق خمسة ايام من تاريخ الإصدار لمن هم خارج الرياض,Negative
تم. خصم مبلغ من الحساب ولم يتم ايداعه ف بطاقه الحسم من قبل البنك ياليت تسون تحديق للبطاقات علشان ينزل المبلغ عليها 🙂 شكله النظام عندكم نايم,Mixed
السلام عليكم اسعد الله اوقاتكم .. لي وقت وانا ادق على رقمكم ومافيه رقم اقدر اتحدث مع الموظفين وكل الرد الالي مافيه الخدمة اللي ابيها!!!!؟؟؟؟,Negative
وش ذي الخدمه السيئه ربع ساعه وماحد رد واضح انها سياسه عند مصرف الراجحي . لكن هين مصيري اصير مليار دير والله تتأخرون دقيقه لأسحب جميع اموالي 😌👌,Negative
"السادة مصرف الراجحي 
لم ينزل في حسابي الظل لحد الان 
ياليت تنزلون راتبي وحقي لاني موجود عند الصيدليه وابي راتبي بشتري لولدي الرضيع حليب وادويه",Negative
"السلام عليكم

لي شهر مجدد رخصة القيادة وسددت رسوم توصيل الوثائق من ابشر ولا طلعت الرخصة من المرور الى الناقل وش المشكلة ؟؟؟؟؟؟!!!!!!

ارجو الرد",Negative
سلام عليكم ياخوي فيه مبلغ كان فالمحفظه في تابي وسحبته بتاريخ ١٩مارس وللان مانزل بحسابي كلمت الدعم في تابي وقالو تواصل مع البنك واعطوني رقم مرجعي,Negative
افشل بنك الراجحي ... تعامل مع 20 عام وعندما تقاعدت رفضو الجدولة العقاري والشخصي رفضو الجدولة وعلقوه بسبب العقاري الافضل بنك او زملائي المتقاعدين,Negative
يقبلون مبدئيا مئات الاشخاص والقبول نهائي يكون العدد محدود جداً!! طيب من البداية ليش ترسل قبول مبدئي للكل وتتعبهم وترهقهم وبالاخير العدد قليل جداً,Negative
للامانه مصرف الراجحي بنك فاشل انا انصحكم بالتعامل مع الاهلي سرعه خدمه وانجاز على الاقل لاصار بحسابك شي يخصلونك على طول الراجحي مافيه استجواب نهائي,Negative
"هل بطاقة السفر فيها عروض كاش باك 
البنوك المنافسة سبقتكم بمحافظ رقمية وبطاقات كاش باك وانتم محلك راوح قسم التسويق عندكم يبدو انه تعبان ويحتاج تغيير",Negative
"والناصر ؟؟!؟؟!وش اتصالات السعوديه هذا اثنين من اعضاء مجلس الاداره السلعه
معلومة انا موظف في الاتصالات السعوديه ومنهم من كرمني بيده بس شنقول 'ىىىىىى",Negative
"تم تجديد بطاقة صراف آلي في تمام الساعة الواحد صباحاً باسم ( ايمان الاحمدي ) ولكن يرفض اظافتها في ابل باي والرد يقول اتصل بمزود الخدمه .
ويش الحل ؟!",Negative
جاني مخالفه بموقع غلط ماكنت موجوده فيه أبدا وقوف خاطي والكلام غير صحيح والمخالفه غير صحيحه ماراح ادفع هلله لما تتأكدون من صحتها حتى الاعتراض موقفينه,Negative
السنه الي فاتت قدمت ورحت ٥٠٠ كيلو مقابله وكل اموري تمام بكالريوس ٤ سنوات خبره ودورات ولاجاء رد الان فتحت طلبي مغلق الله ييسر لنا ذي المره . يارب يارب,Neutral
اخذو هالمعلومة اسوء بنك في عام ٢٠٢٤ راح يكون الراجحي وسجلوها 👍🏼 من امس اتصل على التمويل محد يرد موظفين ناس ينامون مايردون على كثر الموظفين بركتهم سيئة,Negative
الحين ايش الوضع مع تحديث تاريخ الهويه؟ ما اقدر احدثها لا من الجوال ولا من الخدمه الذاتيه. شوفولي حل سريع لان كل فلوسي في الصرافه ولا اقدر اسحب او احول😐,Negative
"السلام عليكم
تم دفع رسوم المركبات (تجديد استمارة) وخصم المبلغ وصار رصيد غير مستخدم وبالنظام يظهر ان الرسوم ما تم دفعها.. ياليت تردون لأني ابنقل السيارة",Negative
هل يعقل يا مصرف الراجحي من تاريخ ٢٠٢٤/٠٢/٢٦ م وحتى تاريخه لم تاتي الموافقة على طلب شراء مديونية. اذا هذا تعاملكم مع عميل جديد فكيف التعامل مع عميل قائم,Negative
"السلام عليكم 
احتاج مساعدة ضروري ، حاولت التحويل من التطبيق لأكثر من مره وكان يوجد خطأ تفاجأت بعدها بسحب مبلغ دون وصول الحوالة ايش الحل كيف استرد المبلغ؟",Negative
"الدعاية 👎🏻👎🏻👎🏻
وين فخامة والله ماهو حول الفخامة .

والله لو جايبين واحد من عيالنا وصورته كان بان الشماغ ورزته. 

لو عندكم بدل رياضة كان مشت 
بس شماغ ماتمشي",Negative
"السلام عليكم
من تاريخ ٣/٣/٢٠٢٤ طالبة الرخصة ودفعت حق التوصيل وجاتني رسالة تم اصدار الرخصة بس للحين ما استلموها سبل تواصلت معهم يقولون ننتظر المرور يرسلها؟؟",Negative
"السلام عليكم،
من تاريخ ٣/٣/٢٠٢٤ طالبة الرخصة ودفعت حق التوصيل وجاتني رسالة تم اصدار الرخصة بس للحين ما استلموها سبل تواصلت معهم يقولون ننتظر المرور يرسلها؟؟",Negative
"اي عروض !؟
السياره اصلا غير متوفره الان انتظار شهرين و كل اسبوع نتواصل مع مستشار المبيعات ومافي اي اخبار عن اي دفعات 

وفي ناس انتظار قبلنا بالاربعة شهور !؟",Negative
"من خارج المملكة اتصل ابغا اتكلم مع موظف بنك ما ابغا رد آلي ايش الحل !؟ +966 11 460 3333
هذا الرقم مافي غير رد آلي وعندي مشكلة من اسبوع ياجماعة مافي تجاوب أبدا",Negative
اتقوا الله تقدمون لي عرض سداد المديونية وعند ايداع المبلغ والاتفاق تنقضون عهودكم حسبي الله عليكم مكالماتكم مسجلة والعقد للتسوية موجود ولم تتم التسوية من قبلكم,Negative
حولت من اهلي لراجحي عن طريق الصرافة وتم خصم المبلغ والرسوم لكن للآن ماوصلت الحوالة !! وتأكدت من تاريخ الاستحقاق في التطبيق تمام ايش الحل ؟ ومتى توصل الحوالة ؟؟,Negative
السلام عليكم .. من تاريخ ٣/٣/٢٠٢٤ طالبة الرخصة ودفعت حق التوصيل وجاتني رسالة تم اصدار الرخصة بس للحين ما استلموها سبل تواصلت معهم يقولون ننتظر المرور يرسلها؟؟l,Negative
"أخذنا بيت العمر من عندكم واليوم فيه أضرار ورفعت تأمين وصار لي اكثر من 30 يوم عمل ومحد رد على كل يوم اتصل الطلب لازال قائم وعلى هالموال
كله كلام فالواقع غير موجود",Negative
جاتني غرامه وانا بالرياض والمخالفه في مكه وراجعت المرور شالوها المرور من عندهم مرور الناصريه من اسبوع بالضبط وللحين موجوده عندي مانشالت ومو قادره اسوي خروج وعوده,Negative
ابغي اقدم شكري قمت بعمل حوالة دولية لمصر مر عليها اكثر من 48 ساعة ولم تصل قمت بالاتصال باكثر من مرة وما رد احد منكم وتواصلت تويتر رسايل تقولون اتصل بيكم خلاص تعبت,Negative
مرتين اطلب بطاقة سفر بلس تجيني فيزة تسوق، وكل ما اتواصل مع احد يصرفني ويقفل في وجهي، اسوء خدمة عملاء لي اكثر من اسبوع اجري وراكم، غير انه الاسم غلط ومحد قادر يغيره,Negative
"اقسم بالله العظيم ما شفت مثل تعامل المصرف مع العملاء المتضررين من تعامل موظفين خدمة العملاء 
هذا والله السحب الصح والتهميش ؟؟ 

مع الاسف ضارب بالأنظمة عرض الحائط 👎🏻",Negative
صار لي اكثر من 6 اشهر انتظر والدفع صار له قرابة الشهرين المعلومات موجوده في الخاص ويوجد طلب تواصل ولم يتواصل معي احد سبق ان تواصلت مع استشاري المبيعات ويقول لا يعلم,Negative
"عفواً لم أتقدم ببلاغ شخصي لتطلب هذه المعلومات
الصور للمشكلة واحداثيات الموقع موجودة أمامكم
لن تجدوها في حال تركت عدة أيام إلى أن تجف بعد أن أضرت بالمركبات وبنية الطرق",Negative
تم دفع رسوم تجديد الاستماره قبل اكثر من شهر ووصلتني رساله راح يتم توصيل الاستماره خلال عشره ايام وصارلها اكثر من 20 يوم واليوم اتفاجى بخصم رسوم تجديد الاستماره مره اخرى ؟,Negative
العطل هذا مو وقته مع الرواتب نحتاج نتصرف ونخلص اشغالنا براحة ومن بيوتنا حالنا حال عملاء البنوك الثانية اللي مبسوطين بنزول الرواتب بدري واستمرار خدماتهم ياليت تشوفون لنا حل,Negative
"سويت حساب بالتطبيق وجاني رساله تم فتح حساب 
يوم وصلت عند الرمز علق علي التطبيق ويوم جيت ادخل من جديد يقول لديك حساب بالفعل 

اعرف اسم المستخدم بس الرمز ما اعرفه 

وش اسوي ؟",Negative
"هل هناك امل ان نشاهد المرور السري في جدة طريق المدينه من عند الصالة الملكيه الي كوبري الملك سعود بجدة والعكس قيادة متهورة السير على اكتاف الطريق وكذلك طريق الحرمين
#جدة_الان",Mixed
يجيني اتصال منكم وااكد اضافة الجهاز ولا ينضاف اختار الرقم الي قاله الرد الالي ويقول شكرا ويقفل والتطبيق مايفتح كل ما احاول يطلع نفس الي في الصوره ويتكرر السيناريو دعكم لاهنتو,Negative
اكتشفت توني ان خدمة عملاء الراجحي سيئه جداً وهمها تخسر العميل والمشكلةة كل موظفة كلامها غير عن الثانيه ولا فادوني بأي شئ اول مرا احس اني ابي اسكر حسابي في بنك الراجحي نهائي ❌,Negative
في طلبيه متاخره مره عندي ليه؟ وخدمه العملاء يكذبون علي واحد يقول التوصيل عن طريق سمسا واحد يقول نون ومتاخرين علي كذا وفوق كل هذا يقول 26مارس راح توصلك ومكتوب في الموقع 12 مارس,Negative
نك فاشل سويت تخفيض حد للبطاقة ائتمانيه بعقد جديد ونفذو معه ٨ عقود كل عقد ب مبلغ ٤٠ الف وصار لي ١٨ يوم كل يوم شكوى وبعد ٥ ايام عمل يقفلونها ولا تم تصحيح الخطى الي من جهت مصرفهم,Negative
العقد لازال ولم يتم تعويضي بالاقساط المتاخرة ولا استطيع شراء سيارة ولم يتم الغاء التفويض حتى من أبشر-وتم خصم نسبة التحمل من غير وجه حق والى الان طلبي لم ينجز والسيارة تالف نهائي,Negative
أنا خارج السعودية وصارلي فترة أراسلكم ايميل واتواصل تويتر متورطة ابغا شخص يتواصل معاي مو رد آلي كل شوي يقولي عدلي الايميل والايميل نفس الايميل ابغا بني آدم يرد علي وتحلون مشكلتي,Negative
بصراحة الي يشتغلون في بيع اللوحات يضحكوني بتبريراتهم الساذجة يقول الحروف تنقرى كذا وممكن تنقرى كذا وتجد ناس تبغى تبرر لوحة غير مميزة بهدف البيع وبأي شكل شكراً يالراجحي .. انت السبب,Negative
"كالعاده وليست جديده كل يوم صرف الرواتب يعلق تطبيقكم لانستطيع الدخول ولا سداد فواتيرنا ولا تحويل ولا اي اجراء 

لازم ناخذ يومين ثم عاد طال عمره يصلح 
،،،،،

خيار الانتقال للراجحي وارد",Negative
السلام عليكم حابه استفسر عن طلب اذا سجلت دخولي يقولي مافي طلبات 🫤 ورقم الطلب حذفت رسالته شلون اعرف وين وصل طلبي لي ٤ ايام من الطلب ….. رقم الطلب مو عارفته عندي رقم الجوال الي سجلت فيه,Neutral
"حولت من اهلي لراجحي عن طريق الصرافة وتم خصم المبلغ والرسوم لكن للآن ماوصلت الحوالة !! وتأكدت من تاريخ الاستحقاق في التطبيق حوالة فوريه بتاريخ 21/3/2924 
ايش الحل ؟ ومتى توصل الحوالة ؟؟",Negative
"هذا رد موظفكم الان😡
كيف يقول لم يتجاوز الوقت المعياري ٢٥ يوم عمل والطلب مرفوع من ٥ فبراير ؟
يعني حنا مانعرف نحسب ايام العمل ؟؟
تشوفونا اغبياء للدرجه هذي ؟؟
ولا عدم احترام للعميل ؟؟؟؟؟؟",Negative
السلام عليكم ، اود تحديث عنواني في ابشر لاجل تجديد الهوية، لكن محافظتي غير موجودة بالقائمة انا من محافظة العيص تابعة لمنطقة المدينة المنورة ارجو الافادة لاقوم بتجديد الهوية قبل انتهائها,Neutral
رواتبنا عندكم وحساباتنا عندكم وكل شي عندكم ولا شفنا شي الا القروض حتى طلبت اسوي اعادة جدوله عسى يخففون من سحبهم اشوي رافضين ليه مدري وهم يقدرون حتى يمددون لو عشرين سنه بس الشكوى لله سبحانه,Negative
سلام عليكم عندي تمويل نقاط بيع وارغب في سداده واقفال المديونية وراجعت الفرع ورفع طلب وبعد كم يوم جاء الرد بتحديث الحساب علما ان المنشاه مقفله وتم شطب السجل ابي الحل اسدد وانهي الامور وشكرا,Neutral
"100الف ﷼ ترجع بعد التقسيط 138500﷼ + 5000﷼ رسوم إدارية، وبالتالي يكون المجموع
143500 ﷼.

وين 11% يالحبيب⁉️
أكثر من 43.5% 🤔

طيب وين العرض 🤗

إحترام عقول الناس واجب أخلاقي يُظهر قيمكم اولاً .",Negative
مصرف الراجحي من تاريخ ٣ مارس وانا متضرر والسبب مشكلة تقنيه واعتذار جميع القنوات لعدم القدره على حل المشكله اذا لاتقدر العميل وتقدر وقته هناك مصارف اخرى تقدر و تقدم خدمات بشكل اسرع دون اعتذار,Negative
"والله رافع طلب نقل ملكيه و ساحبين علي، غير كذا ما عندهم رقم تواصل لازم تروح بنفسك الفرع. و الفرع واحد فقط ف الخبر لا تغركم العروض كثر الخدمة ما بعد البيع

اليوم اخر يوم و الى الان قيد التنفيذ",Negative
"السلام عليكم "" سحبت مبلغ من صراف آخر غير تابع لكم وماطلع المبلغ من الصراف رغم أنتظاري أكثر من دقيقتين ووصلتني رساله بخصم المبلغ "" ولا وصلت رسالة بعملية عكسيه كيف أتصرف بهالحالة ؟ ياليت تفيدوني",Negative
"اقسم بالله اسوء بنك اتعاملت معاه لا يحترمو العميل ولا يقدروه 
وفوق ذا يحسسوك ان المدير احسن منك ومستحيل تتواصل معاه وكل شوية واحد يقول
كلام غير الثاني ويلفو ويدور كتير نشفو ريقي

جدا جدا سيئين",Negative
"السلام عليكم
من يوم 20 اغسطس ٢٠٢٣ وانا انتظر قشره الطابلون لوجود عيب صناعه وحتي الان لم تحضر القطعه من اليابان 
هل يعقل اكتر من ست اشهر من الانتظار 
وكلما نتصل يقولون نفس الشي لم تصل 
ارجو الحل",Negative
ألف شكر لكم و لجهودكم .. لا أحتاج رد ولا كلاام .. نريد فعل .. الموضوع منذ ١٢ سنة و الحي يحتاج تغيير الأسفلت .. لو به شمس كان من أمس .. و ليتكم تساووننا بالأحياء المجاورة .. و بس .. ما طلبنا شي .,Negative
"لي ثلاثة أيام أحاول أحصل على رقم المستخدم للحساب ، ادق على 8001230000 يقول لي دق على 8001237777 يقولي دق على 920001002 وكل رقم فعليا يحولني على الثاني ..

والواتساب رد آلي .. وذلحين كيف الطريقة ؟",Negative
سلام عليكم يؤسفني أن تطلب سياره من ١١ شهر و للأن ماوصلت و المشكله يطلبون منك فلوس السياره و تقعد تنتظر ٤ شهور غير المده الي راحت اول مره اشوف شركه كذا الله المستعان متى راح ينحل الموضوع هاذا !!!؟؟,Negative
موقع العقد من الخميس اللي راح والموظفة تقولي خلال ٤٨ ساعة وانتظر ليوم الثلاثاء ثم تقولي الاربعاء بعد ٢ ونص واتصل صباح اليوم الخميس وتقولي الموظفة الساعة ٣ونص تصير بحسابك والى الآن جاني شي ممكن حل ؟,Negative
اول كان من أفضل البنوك ..الان من افشل البنوك لا في نسبة القروض ولا في البطاقات الإئتمانية وتغذية المحافظ الرقمية ولا في تعليق التطبيق ولا في تمويل تأجير السيارات..بصراحة ندمت اني كنت عميل له لسنوات,Negative
"ايش العمل اذا تم ايداع مبلغ 600 ريال ويتم حجزه من التحصيل 
وتدق عليهم ما عندهم داوم عشان ويكند 
مع العلم يتم خصم اقساط البنك كل يوم ينزل فيه الراتب 
واليوم لا هو يوم رواتب ولا شي لماذا يتم حجز المبلغ",Negative
"لا انصح في البطاقة ابدا هذه لهذه الاسباب
1 رسوم سنوية557
2من الشروط عشان تأخذ اميال ترحيبية لازم تصرف 10ريال خلال 3 اشهر والاميال الترحيبية الحقيقة ماتغطي تكاليف العشرة الالاف هذه فنصيحة لا احد يأخذها",Negative
"السلام عليكم 
جاني عطر من الماجد للعود هدية قبل بضع ايام ومغلف وواضح انه جديد ولاكن بعد فك الكرتون اتضح ان العطر كان فيه نص القاروره وابي ارجعه ولاكن مافيه فرع قريب مني هل فيه حل لمشكلتي 
دمتم بخير ..",Negative
